record_id,machine_serial,machine_type_class,ambient_temp_k,engine_temp_k,rpm_speed,torque_nm,operating_hours_wear,failure_flag,TWF,HDF,PWF,OSF,RNF,worker_x,worker_y,worker_z,machine_x,machine_y,machine_z,distance_3d,worker_speed,machine_speed,relative_speed,direction_worker,direction_machine,ttc,in_restricted_zone,machine_status,worker_bpm,fatigue_index,vibration_rms,acceleration_z,gas_co_ppm,dust_density_mg_m3,ambient_light_lux,risk_level
17,M14876,M,298.6,309.2,1311,46.6,44,0,0,0,0,0,0,152.12112147976887,2.087276190987364,-243.6403180501137,156.34631892034406,-0.06642811156757844,-248.80245916842796,7.009881351355207,0.21391600892366858,6.555,6.768916008923668,7,0,1.0355988081568552,1,1,55.0,0.2558012362718746,1.2601126423701399,10.328312410696192,55.49101475572674,0.7079047119290364,29.599291280162525,2
18,M14877,M,298.7,309.2,1410,45.6,47,0,0,0,0,0,0,262.37821581611894,72.03798613545597,-70.86277385971914,276.79270485020817,72.98583084012216,-69.80897573367619,14.484004770383569,1.1883614741448518,7.05,8.238361474144853,6,0,1.7581171712166246,1,1,106.09429787557866,0.1494391285823358,5.451497115761461,11.781888403626592,7.733146872644106,0.9595723079182673,77.18985082224583,2
19,H29432,H,298.8,309.2,1306,54.5,50,0,0,0,0,0,0,215.97250932105788,30.242159141725576,-350.69636724856963,102.85153776265815,76.15825546273749,-627.9436233330166,302.9367642166128,1.2456360069826293,6.53,7.77563600698263,2,4,38.95974090666942,0,1,92.49438608793155,0.4778854494469668,1.810360968263713,9.558755893322568,0.6566798357119048,0.3340869778461535,55.484127046272064,0
20,M14879,M,298.9,309.3,1632,32.5,55,0,0,0,0,0,0,145.61457009902097,78.06341038072608,-618.7147009315115,122.65657493091841,137.7953698303964,-426.12996398075364,202.93806303458274,0.595401076511024,8.16,8.755401076511024,1,3,23.178614121861834,0,0,72.53835392846574,0.20973880645562748,3.289552921465693,9.53969434610515,32.25267651481871,4.7902628562304015,46.10333692592393,0
21,H29434,H,298.9,309.3,1375,42.7,58,0,0,0,0,0,0,305.92644736118973,53.11298835851922,-554.2587275587679,118.83707416383804,161.67303686894283,-547.5263164166531,216.4094338418497,0.7651586983032578,6.875,7.6401586983032574,6,0,28.325253752897876,0,3,99.82963532291012,0.4317349694373889,2.8187718432438644,7.834267344871255,9.80978080128015,2.664389821262719,74.03618230289993,0
22,L47201,L,298.8,309.3,1450,44.8,63,0,0,0,0,0,0,69.74693032602092,8.556007451594471,-560.1230575310246,209.46547724668247,137.47024762118423,-578.7351767301653,191.01456659953132,0.8259321534956857,7.25,8.075932153495685,3,1,23.65232433470237,0,0,92.59348311164447,0.20371672854842274,2.698016754072411,9.541701769458179,2.905964342973734,0.9434393408020921,32.08848049255365,0
23,M14882,M,298.9,309.3,1581,30.7,65,0,0,0,0,0,0,146.07232426760908,272.79124392181484,-555.1292542525613,195.23095916588701,25.16809696726533,-228.06477489611882,413.16457731688155,0.6653601238675856,7.905,8.570360123867586,4,5,48.208543322031474,0,1,76.30468795072366,0.3986250750338873,3.641938859073121,10.479284908101487,3.240210806743055,0.283154072676881,56.52029519031755,0
24,L47203,L,299.0,309.4,1758,25.7,68,0,0,0,0,0,0,183.18092164684586,2.4669394166674574,-295.2768701661382,277.0893661133862,221.24233158854634,-737.7311006935173,502.4412545498825,0.6978146554001672,8.79,9.487814655400166,1,5,52.95647868330867,0,3,87.18727027597201,0.10553930482973334,0.5629032163651827,10.48255992155033,9.665963199225772,0.8144706720607463,74.1663725519463,1
25,M14884,M,299.0,309.4,1561,37.3,70,0,0,0,0,0,0,228.03499210851797,220.82464330112563,-401.89405393218783,46.6053449313179,71.99706232819092,-501.5986714496824,254.96544175124717,1.7918368959631992,7.805,9.596836895963198,4,2,26.56765395882632,0,1,68.88183572348673,0.40123006164122,3.198533706318873,10.828504905474242,13.067949405424121,1.5231668471717645,11.485001489826537,1
26,L47205,L,299.0,309.5,1861,23.3,73,0,0,0,0,0,0,392.5879806965068,45.64436607585496,-510.9318664350168,290.62516795213094,221.55950426164986,-614.8723716211639,228.35538015125337,0.8006389103616267,9.305,10.105638910361627,7,4,22.59682759069429,0,2,81.41779066745447,0.24338732187623335,2.1825499328580453,9.467893513016456,9.768110615576118,3.2769553833517997,43.49991507524773,0
27,L47206,L,299.1,309.5,1512,39.0,75,0,0,0,0,0,0,99.83689107917986,273.66888659988,-688.1826734534626,101.66759218031584,277.3548843439893,-689.4150756086073,4.296144895517875,0.9769653995389187,7.5600000000000005,8.53696539953892,0,4,0.503240284393083,1,1,61.49832632722374,0.3966377633013896,1.327567807917472,11.581566742145007,6.269081360090183,1.227238578030771,51.02301039960349,2
28,H29441,H,299.1,309.4,1811,24.6,77,0,0,0,0,0,0,257.1172192068058,267.83878187696575,-783.3956277933905,128.68756417016047,160.9121476169021,-468.6083736063021,356.3965443234036,0.912373709263546,9.055,9.967373709263546,7,0,35.75631402203504,0,2,92.66147039452659,0.14777366476078582,3.433347109869959,9.93865304034247,1.9121519199273127,0.29424571995677945,67.88439847439186,0
29,L47208,L,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,296.2072844310212,196.1703439107772,-635.8739918092306,251.0690069897285,211.91293158281664,-107.99930432929602,530.0348845491375,0.8280370267296114,7.195,8.023037026729611,3,6,66.0641204550433,0,0,91.66781129222319,0.2247456579806682,0.6020386826467612,12.030890209957251,28.264070429711104,2.2753301129200696,35.970519175601744,0
30,L47209,L,299.0,309.4,1693,30.1,84,0,0,0,0,0,0,23.22520635999886,201.67024494018153,-719.396447023489,41.10858989462632,197.72027650386153,-717.8065038296268,18.383296131385627,0.46279750914222473,8.465,8.927797509142225,1,6,2.0591076480577435,0,0,105.41429922183535,0.19949198657697387,0.32930678127682755,11.394568940824014,21.91027814316433,0.32900609170415845,49.30557534699968,2
31,M14890,M,299.1,309.5,1339,48.2,86,0,0,0,0,0,0,303.7724259507192,1.601742590906563,-210.91622686082042,385.6328118072986,11.024435116825549,-655.1672592006812,451.8283851663794,1.0894173811511545,6.695,7.784417381151155,5,3,58.042672051529095,0,1,103.0583530651561,0.562454155651141,5.642699246650441,10.159582488105467,7.87536498504666,4.124768685589081,47.66419023071617,1
32,L47211,L,299.0,309.4,1798,25.5,89,0,0,0,0,0,0,85.26206184364577,295.4614698340806,-715.626531639586,66.90365866700024,283.7977948391282,-714.573072421686,21.775721754006813,0.7857972287456162,8.99,9.775797228745617,6,6,2.2275136487053517,0,1,73.12846689469697,0.48315803435291244,3.3384961969222546,7.364029724144986,24.089961536586006,6.417024856667489,33.17940476939709,2
33,L47212,L,299.0,309.4,1419,48.3,91,0,0,0,0,0,0,32.525796492639756,263.3497810727443,-256.82882201987286,268.743443983497,107.51498744992976,-684.6281466474013,512.9283790563255,0.33294547980929395,7.095,7.427945479809294,2,5,69.05386966699902,0,0,91.95921942182163,0.36020037969351515,2.1396466946697354,9.8097076627568,12.390872565197807,3.2058958054328515,51.15000101483248,0
34,L47213,L,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,474.44276862666663,268.5318677190276,-510.75598266793804,177.21829626131213,54.83515356911541,-136.03780167236243,523.8534029477767,0.8484870025216467,8.325000000000001,9.173487002521648,2,2,57.105155629890525,0,1,92.57965677049681,0.16422969617587108,6.506416145884059,10.850106142161803,5.769713958877191,4.227355654349294,22.913500112772233,0
35,M14894,M,298.8,309.1,1559,34.7,95,0,0,0,0,0,0,482.81601653727967,197.7733611152616,-744.966207692168,347.45446014413073,190.488080863417,-482.110239287011,295.75173099026233,0.8923715620543571,7.795000000000001,8.687371562054357,1,7,34.043868030472964,0,0,70.60587199733476,0.11221507674242698,3.9284099751372255,10.786801386165092,1.526621952253372,0.7844114969447152,44.403416675159235,0
36,M14895,M,298.8,309.2,1452,48.6,98,0,0,0,0,0,0,404.19867405823055,103.43607859636096,-190.45246292631066,141.88988105581706,83.06628507925205,-87.74456782024629,282.435378611517,1.148091021735745,7.26,8.408091021735745,1,3,33.590904032959884,0,3,101.32834913494683,0.3364066947886372,8.650539194782585,9.621320656643363,0.5165684113630333,0.35791317597657923,41.47483073206013,1
37,M14896,M,298.9,309.2,1581,36.7,101,0,0,0,0,0,0,152.30688458668536,268.0945947271442,-365.27707232254,371.86181481372523,253.72530761618407,-303.22782671269493,228.60654557520533,0.39557591863501734,7.905,8.300575918635017,1,2,27.541046285954383,0,3,79.30627218856877,0.1584164284296026,0.6163594868945925,9.131453147617732,5.328237318470703,0.1554400921545843,58.31650562037788,0
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,48.83605700319193,87.4550784453577,-623.1788653523201,35.509200551714486,80.89800421136316,-623.748713335408,14.8635477633111,0.765197876544571,7.195,7.960197876544571,7,5,1.8672334524632688,1,2,73.36691645961838,0.1564219708191022,2.258284250506212,7.815734860301687,19.696393678286196,1.1877420431228778,34.468615348885166,1
39,H29452,H,298.9,309.2,1379,50.7,106,0,0,0,0,0,0,342.11651325607846,168.81346300266085,-128.98911925049902,336.78805949138274,151.60330029654702,-125.91643958031719,18.276309262237827,0.5957371474511276,6.895,7.490737147451127,6,2,2.439854570048117,0,3,81.97324492354845,0.3838149570531835,6.945523060445117,8.817851008531365,21.286569023084663,4.281152554622505,48.16687167184276,2
40,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,220.07624686980066,29.919291703164717,-766.0562645970864,228.83870550685788,28.44007409227891,-767.712295436426,9.039424995393077,0.5502132783354413,6.75,7.300213278335441,2,3,1.2382412199132629,1,1,55.0,0.22420454636358617,4.692682691084411,7.9674166997662095,8.070440122326326,2.102491264105926,59.06224978225122,2
41,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,61.019117422389414,276.58668903982505,-648.6352938516778,454.29298858208347,248.50891844331693,-657.8399332926214,394.38233267457554,0.8675012898928538,6.8100000000000005,7.677501289892854,6,7,51.36857914876097,0,0,55.0,0.33228603662262257,3.5921013778547404,9.727871281451993,3.771968948033358,0.4996937427821565,48.99093658228036,0
42,L47221,L,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,247.58845505563508,42.231137331363996,-235.96480414560426,250.4100924417734,61.731436558366774,-238.15332582422667,19.824553831531716,0.6664534913984178,6.84,7.5064534913984176,6,0,2.6410013536017383,0,1,95.48980598487874,0.13971358076814355,3.7560316889077034,9.368758446248291,3.7524717758688073,0.8725672952580271,21.647753754078607,0
43,M14902,M,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,17.194260557609198,67.46904171912217,-267.9665522675831,446.8810887039873,218.50537470186362,-590.0767561056277,557.8509904803929,0.9511392523252242,6.84,7.791139252325224,5,2,71.60069566384726,0,1,73.07193100307646,0.28655514502558654,1.2191210260241645,8.297031689995702,13.686012560141371,1.5961945689917554,62.9720043226323,1
44,H29457,H,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,454.66020103939104,167.4402474384645,-583.0462297066415,76.54490642740214,184.26430097107516,-286.96220135035196,480.54133708190744,0.5321298436787884,6.859999999999999,7.392129843678788,5,2,65.00715588658544,0,1,62.98756107305603,0.6765757678205582,5.415093275685514,9.288001568972115,0.8169312018812501,0.9778856367084108,55.819099400562635,0
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,129.38999080000846,229.22790006389445,-753.4813434854127,21.517578460974295,110.04701975913977,-390.13149810245295,397.3205880820671,0.7574545316796051,7.359999999999999,8.117454531679604,7,4,48.94645070464675,0,1,55.730697528435584,0.4001431937494611,0.5568884132051415,12.968875641765901,56.803563569412624,5.006470362050328,25.782679927143462,1
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,331.261142176991,185.8053917808897,-156.44144583129219,266.56662495180717,126.78012796096708,-441.0720568616878,297.7985007745127,0.885993212311234,7.445,8.330993212311235,0,5,35.74585804900634,0,3,62.12418971256709,0.4096411557850117,6.380806788154924,8.252792004677552,7.11141394112993,5.868428857805852,18.087338262899376,0
47,M14906,M,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,155.85553804470547,69.64017384004684,-564.7267714475731,137.93504418527138,74.04974221561815,-561.3856779851108,18.755033962906126,0.9255238943613394,9.215,10.140523894361339,0,0,1.8495133149220135,0,1,71.15914191848213,0.1464590976340869,5.119137346996369,8.962484258060911,10.64174442248085,0.1,36.77624095968375,2
48,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,260.0340105889054,0.28291275824710027,-653.214938803801,354.86822372095367,51.86139978392782,-512.2784418331582,177.53017907552808,0.8562659983616512,7.09,7.9462659983616515,0,5,22.34133354107841,0,1,55.0,0.2513188764297886,3.877988616311507,9.430499582307231,14.81998438708095,2.9256232272145466,41.938068908996875,0
49,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,273.35513967163985,227.14517409223177,-412.9536332292672,152.5712017918156,248.34438643357683,-572.5874756079367,201.29860875383255,0.7873485568431176,7.125,7.912348556843117,3,5,25.441069400277662,0,3,96.83245395373898,0.7249188518456011,5.096664605315206,9.859332949801956,3.890517511962977,6.01190591542883,56.7827273107136,0
50,M14909,M,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,92.42722776276352,295.56219777332814,-117.32960053816453,334.385676403555,281.60106612086815,-352.0970780312453,337.42343213555876,0.6266320325313147,7.0600000000000005,7.686632032531315,4,4,43.897435275621035,0,3,92.46939147852262,0.5053498856223289,0.15386823608526645,10.594863719788131,3.2282954667507675,1.5822363075262058,33.8385530592293,0
51,L47230,L,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,484.7923138822793,242.9739360918271,-767.3400666174684,469.9490495234217,254.35031014680226,-770.5921610719726,18.982110046216153,1.276432847660108,14.305,15.581432847660107,7,1,1.2182518919668375,0,1,70.66257030239804,0.1569374169566882,1.4776695542357297,9.442196143454535,3.042192688166396,0.12108247658652348,61.43322321428898,2
52,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,387.5664116805573,138.0619854469846,-225.64693397683425,235.30981033024244,6.736704316740694,-295.8759357642542,212.98008078396379,0.8642363734648161,6.915,7.7792363734648164,2,7,27.378018941607756,0,1,108.50834875920455,0.28851268285640785,3.5030028621315807,10.523182820322086,60.38548344953345,0.1436354200145045,39.60397644555502,1
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,469.74947078209453,271.130178419732,-370.6450790459683,118.62784170666451,42.810052377655964,-232.2913667167386,441.0875514857936,0.45964425619976934,7.485,7.944644256199769,2,0,55.52011358363613,0,1,72.17095198382307,0.4279626632952266,3.76480100742104,9.09102952392096,10.983188130844379,0.4695452093010068,41.398796291732936,1
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,447.41367521382443,122.954301935505,-480.9131625861373,24.599075781115587,227.9707815816763,-309.3165941049234,468.23715017632327,0.21076401195320138,7.824999999999999,8.035764011953201,4,5,58.2691514434496,0,0,84.31504644913907,0.02324187143425823,1.2946461522383546,10.72540485804495,22.972298246057907,2.3842900038391255,48.6628846722723,0
55,L47234,L,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,298.94998940554257,157.48022527304028,-241.939666921205,297.96607113446237,151.9620223600984,-240.45795513769616,5.797769257391566,1.159069290090946,8.455,9.614069290090946,0,3,0.6030504963561294,1,1,108.96560505172205,0.3945931938717318,3.3461908393770483,8.15485595767609,7.68847614696951,0.4179400022215111,68.99339352669081,2
56,L47235,L,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,460.9371175115584,143.13893021870499,-75.63168166877574,361.2302156638841,111.67486668617144,-187.1652426701006,152.8763840482804,0.413398228129101,7.5600000000000005,7.973398228129102,2,4,19.173303486705656,0,0,78.76056163525173,0.3546617418200203,5.084628751328664,11.780664364927022,1.7104368963078238,1.5270625185869604,49.019385676654,1
57,L47236,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,44.24625102595975,134.2871617996575,-628.0953416279817,275.5943911333804,18.93708478308764,-557.6269938415726,267.94288615045866,0.8557669310026913,7.385,8.24076693100269,4,1,32.51431431004649,0,3,99.39808401218048,0.3760072790159936,1.3578691281469502,8.63162099228951,12.71538478220724,1.3686382288782122,51.5314495143556,1
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,97.9914312095726,232.55723078817172,-692.2644761959103,104.44755267225801,233.23180449502192,-693.528742431832,6.613238476133498,0.4417071585027052,7.5649999999999995,8.006707158502705,7,6,0.8259623269861424,1,2,97.53698156752375,0.3415524132849448,3.5865528613169797,10.740280721672343,103.01664085493285,1.0552584820732607,27.455599039820605,2
59,M14918,M,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,22.613644455269032,158.0306721808476,-115.33869108297722,204.86887657699805,181.15772058946584,-512.1200635287809,437.2496855617114,0.8430331781634208,8.305,9.14803317816342,2,1,47.797125026332125,0,0,76.23127667076277,0.4649983614262277,2.3228782536970485,8.473406001965257,27.96538717927944,2.2706772062221696,72.96932622871954,0
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,162.66516538163216,95.01513660756483,-298.28519190702224,376.0855522667959,188.55288005247422,-365.9311973425202,242.6387294690567,0.8936330968377952,6.89,7.783633096837795,5,4,31.172940251722803,0,2,79.98788555052433,0.10173885316248087,2.0374925025844863,8.876623689457162,16.611124416312776,0.8945031012591746,68.23946431994328,1
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,194.338644844741,77.4474502975435,-471.51048382852554,477.3023467816757,155.67460378332822,-799.927722001041,440.50632967666394,1.0401952926341016,6.965,8.005195292634102,3,7,55.02755567774734,0,0,60.40901805692127,0.20185226807183873,2.2467395221725477,9.265980535373453,4.737105129807977,2.949268017140985,52.23560085395495,0
62,M14921,M,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,135.67451588694794,11.324195090230017,-370.05532230178767,146.68379510360975,15.83202819156713,-369.80088327444753,11.899139773889793,0.7725503027260688,7.959999999999999,8.732550302726068,6,5,1.3626190930930224,1,0,55.0,0.036305817253201145,6.228127162284549,7.885132877084829,19.578269264771972,0.8338215217319919,62.45459620370424,2
63,L47242,L,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,414.36875457596466,174.9585485649138,-240.789571117817,0.7598756149862496,159.34095915495737,-572.6201440501254,530.4976371171877,0.7737107074529068,9.145,9.918710707452906,6,6,53.48453571879785,0,0,71.0632087138675,0.2563426737880884,1.3500288435984924,10.888233879517486,9.627118794526595,0.854998025989108,53.52981225532548,0
64,M14923,M,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,178.37666334679463,68.98842462031027,-220.22607597071215,187.25422918472975,76.77351307259545,-217.1151480878265,12.210513900294785,0.47971248528596466,9.06,9.539712485285966,1,4,1.2799666571847168,1,1,89.27241979257757,0.3849962978794433,2.110025711297131,8.842444457015201,9.18990465027916,0.7821434360096153,37.113846225489645,2
65,L47244,L,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,140.46725484369037,44.440176604914924,-110.07936438577656,103.86844212094282,297.9077234643797,-760.6629334878617,699.1739774829133,0.7235604820397188,7.615,8.33856048203972,0,5,83.8482828047901,0,0,63.02241228891692,0.20803836411900498,0.9365310171564664,11.204638752064836,0.04620863141060442,2.1275359006859325,37.896657617554645,1
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,271.34804157912424,196.1489891483033,-479.867908328283,270.4410499659395,198.50372633744226,-481.6091428164273,3.0658308105641967,0.8114470964010202,6.97,7.78144709640102,1,2,0.39399237347281685,1,1,96.04799491693743,0.07379911414736773,7.49976126196346,10.472954145262447,0.7478815089664845,0.4347246610455891,40.99124850990967,2
67,M14926,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,70.46211248738132,204.36277734646464,-579.9418174854537,87.98640037125405,221.659791551778,-580.9032730554296,24.641667213658625,0.8123691470993281,8.395,9.207369147099328,7,4,2.6762983888206207,0,1,76.97778413694431,0.2741558544118662,2.7262479361063656,10.107829476495596,4.681680889268492,2.115436557589824,79.37864276538144,0
68,H29481,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,401.09849037701986,225.6464676772998,-320.2517999076186,76.53453044063136,156.5608600310413,-791.5445837404834,576.3952405826872,0.7495704738634329,7.33,8.079570473863432,3,2,71.33983699347208,0,3,102.85789961944792,0.22263639204654784,3.0877197047804144,6.85104124519491,14.884497303062263,0.20306762707674625,56.33965482135705,2
69,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,37.275321839885414,151.07306890157744,-488.2040755403522,457.8393470027281,54.713514777606996,-208.8063839593692,514.0256151136097,0.4776728560541687,7.635,8.112672856054168,5,5,63.36082130194768,0,3,65.66766593402878,0.17860258863358916,5.0472133511260155,9.95248290427964,9.54034869925021,1.7953856426866173,38.67464390380172,0
70,L47249,L,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,493.44346830025864,268.216381561166,-354.0511595382666,474.7436730681855,274.59719867511194,-353.5741014047546,19.764229133104106,0.4112886655456441,7.05,7.461288665545644,3,6,2.6489028931919427,0,3,83.95609789227143,0.13960119412532915,0.6963994409381482,9.704999225532006,5.504487440238946,1.5099041434438458,51.84359386387386,1
